"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","GDPHRWKD","TOT","USD","A","1970",26.768788,
"AUS","GDPHRWKD","TOT","USD","A","1971",27.437885,
"AUS","GDPHRWKD","TOT","USD","A","1972",28.04169,
"AUS","GDPHRWKD","TOT","USD","A","1973",28.619452,
"AUS","GDPHRWKD","TOT","USD","A","1974",28.163889,
"AUS","GDPHRWKD","TOT","USD","A","1975",29.206249,
"AUS","GDPHRWKD","TOT","USD","A","1976",29.693813,
"AUS","GDPHRWKD","TOT","USD","A","1977",29.660276,
"AUS","GDPHRWKD","TOT","USD","A","1978",30.91166,
"AUS","GDPHRWKD","TOT","USD","A","1979",31.061676,
"AUS","GDPHRWKD","TOT","USD","A","1980",31.394732,
"AUS","GDPHRWKD","TOT","USD","A","1981",32.322433,
"AUS","GDPHRWKD","TOT","USD","A","1982",32.726656,
"AUS","GDPHRWKD","TOT","USD","A","1983",33.546298,
"AUS","GDPHRWKD","TOT","USD","A","1984",34.280067,
"AUS","GDPHRWKD","TOT","USD","A","1985",34.217404,
"AUS","GDPHRWKD","TOT","USD","A","1986",34.236939,
"AUS","GDPHRWKD","TOT","USD","A","1987",34.965329,
"AUS","GDPHRWKD","TOT","USD","A","1988",34.85853,
"AUS","GDPHRWKD","TOT","USD","A","1989",34.972347,
"AUS","GDPHRWKD","TOT","USD","A","1990",34.34193,
"AUS","GDPHRWKD","TOT","USD","A","1991",35.125984,
"AUS","GDPHRWKD","TOT","USD","A","1992",36.200617,
"AUS","GDPHRWKD","TOT","USD","A","1993",36.279143,
"AUS","GDPHRWKD","TOT","USD","A","1994",36.342225,
"AUS","GDPHRWKD","TOT","USD","A","1995",37.440396,
"AUS","GDPHRWKD","TOT","USD","A","1996",38.757935,
"AUS","GDPHRWKD","TOT","USD","A","1997",40.056534,
"AUS","GDPHRWKD","TOT","USD","A","1998",41.370703,
"AUS","GDPHRWKD","TOT","USD","A","1999",41.736072,
"AUS","GDPHRWKD","TOT","USD","A","2000",42.1635,
"AUS","GDPHRWKD","TOT","USD","A","2001",43.634405,
"AUS","GDPHRWKD","TOT","USD","A","2002",44.241677,
"AUS","GDPHRWKD","TOT","USD","A","2003",45.194449,
"AUS","GDPHRWKD","TOT","USD","A","2004",45.064873,
"AUS","GDPHRWKD","TOT","USD","A","2005",45.250089,
"AUS","GDPHRWKD","TOT","USD","A","2006",45.512053,
"AUS","GDPHRWKD","TOT","USD","A","2007",46.062347,
"AUS","GDPHRWKD","TOT","USD","A","2008",47.681624,
"AUS","GDPHRWKD","TOT","USD","A","2009",47.22066,
"AUS","GDPHRWKD","TOT","USD","A","2010",47.999074,
"AUS","GDPHRWKD","TOT","USD","A","2011",48.555786,
"AUS","GDPHRWKD","TOT","USD","A","2012",49.733631,
"AUS","GDPHRWKD","TOT","USD","A","2013",50.582777,
"AUS","GDPHRWKD","TOT","USD","A","2014",50.887764,
"AUS","GDPHRWKD","TOT","USD","A","2015",52.218188,
"AUS","GDPHRWKD","TOT","USD","A","2016",52.100067,
"AUS","GDPHRWKD","TOT","USD","A","2017",52.669992,
"AUS","GDPHRWKD","TOT","USD","A","2018",52.998992,"E"
"AUT","GDPHRWKD","TOT","USD","A","1995",43.77377,
"AUT","GDPHRWKD","TOT","USD","A","1996",43.809698,
"AUT","GDPHRWKD","TOT","USD","A","1997",44.192918,
"AUT","GDPHRWKD","TOT","USD","A","1998",45.857243,
"AUT","GDPHRWKD","TOT","USD","A","1999",46.694851,
"AUT","GDPHRWKD","TOT","USD","A","2000",47.789545,
"AUT","GDPHRWKD","TOT","USD","A","2001",48.394711,
"AUT","GDPHRWKD","TOT","USD","A","2002",49.329775,
"AUT","GDPHRWKD","TOT","USD","A","2003",49.710156,
"AUT","GDPHRWKD","TOT","USD","A","2004",50.691157,
"AUT","GDPHRWKD","TOT","USD","A","2005",51.899869,
"AUT","GDPHRWKD","TOT","USD","A","2006",53.288853,
"AUT","GDPHRWKD","TOT","USD","A","2007",54.620099,
"AUT","GDPHRWKD","TOT","USD","A","2008",54.619558,
"AUT","GDPHRWKD","TOT","USD","A","2009",54.228148,
"AUT","GDPHRWKD","TOT","USD","A","2010",55.056964,
"AUT","GDPHRWKD","TOT","USD","A","2011",55.619717,
"AUT","GDPHRWKD","TOT","USD","A","2012",56.214525,
"AUT","GDPHRWKD","TOT","USD","A","2013",56.585338,
"AUT","GDPHRWKD","TOT","USD","A","2014",56.757905,
"AUT","GDPHRWKD","TOT","USD","A","2015",57.671852,
"AUT","GDPHRWKD","TOT","USD","A","2016",57.635196,
"AUT","GDPHRWKD","TOT","USD","A","2017",58.159253,
"AUT","GDPHRWKD","TOT","USD","A","2018",58.750074,
"BEL","GDPHRWKD","TOT","USD","A","1970",24.992602,
"BEL","GDPHRWKD","TOT","USD","A","1971",25.890412,
"BEL","GDPHRWKD","TOT","USD","A","1972",27.693088,
"BEL","GDPHRWKD","TOT","USD","A","1973",29.568551,
"BEL","GDPHRWKD","TOT","USD","A","1974",30.834273,
"BEL","GDPHRWKD","TOT","USD","A","1975",31.031178,
"BEL","GDPHRWKD","TOT","USD","A","1976",32.909764,
"BEL","GDPHRWKD","TOT","USD","A","1977",33.734739,
"BEL","GDPHRWKD","TOT","USD","A","1978",34.999186,
"BEL","GDPHRWKD","TOT","USD","A","1979",35.83151,
"BEL","GDPHRWKD","TOT","USD","A","1980",37.926748,
"BEL","GDPHRWKD","TOT","USD","A","1981",39.059991,
"BEL","GDPHRWKD","TOT","USD","A","1982",40.152071,
"BEL","GDPHRWKD","TOT","USD","A","1983",40.667746,
"BEL","GDPHRWKD","TOT","USD","A","1984",41.091798,
"BEL","GDPHRWKD","TOT","USD","A","1985",41.42787,
"BEL","GDPHRWKD","TOT","USD","A","1986",42.416081,
"BEL","GDPHRWKD","TOT","USD","A","1987",43.463617,
"BEL","GDPHRWKD","TOT","USD","A","1988",44.978084,
"BEL","GDPHRWKD","TOT","USD","A","1989",46.079855,
"BEL","GDPHRWKD","TOT","USD","A","1990",46.621525,
"BEL","GDPHRWKD","TOT","USD","A","1991",48.396186,
"BEL","GDPHRWKD","TOT","USD","A","1992",49.908938,
"BEL","GDPHRWKD","TOT","USD","A","1993",51.160361,
"BEL","GDPHRWKD","TOT","USD","A","1994",53.032954,
"BEL","GDPHRWKD","TOT","USD","A","1995",52.562931,
"BEL","GDPHRWKD","TOT","USD","A","1996",54.151219,
"BEL","GDPHRWKD","TOT","USD","A","1997",55.317912,
"BEL","GDPHRWKD","TOT","USD","A","1998",55.051633,
"BEL","GDPHRWKD","TOT","USD","A","1999",56.261079,
"BEL","GDPHRWKD","TOT","USD","A","2000",56.711659,
"BEL","GDPHRWKD","TOT","USD","A","2001",56.629055,
"BEL","GDPHRWKD","TOT","USD","A","2002",57.953347,
"BEL","GDPHRWKD","TOT","USD","A","2003",58.632351,
"BEL","GDPHRWKD","TOT","USD","A","2004",60.357315,
"BEL","GDPHRWKD","TOT","USD","A","2005",61.03746,
"BEL","GDPHRWKD","TOT","USD","A","2006",61.605343,
"BEL","GDPHRWKD","TOT","USD","A","2007",62.520201,
"BEL","GDPHRWKD","TOT","USD","A","2008",62.15517,
"BEL","GDPHRWKD","TOT","USD","A","2009",61.715291,
"BEL","GDPHRWKD","TOT","USD","A","2010",63.097415,
"BEL","GDPHRWKD","TOT","USD","A","2011",62.804247,
"BEL","GDPHRWKD","TOT","USD","A","2012",62.668138,
"BEL","GDPHRWKD","TOT","USD","A","2013",63.076682,
"BEL","GDPHRWKD","TOT","USD","A","2014",63.70542,
"BEL","GDPHRWKD","TOT","USD","A","2015",64.578431,
"BEL","GDPHRWKD","TOT","USD","A","2016",64.700414,
"BEL","GDPHRWKD","TOT","USD","A","2017",64.833686,
"BEL","GDPHRWKD","TOT","USD","A","2018",64.744489,
"CAN","GDPHRWKD","TOT","USD","A","1970",27.229664,
"CAN","GDPHRWKD","TOT","USD","A","1971",27.899656,
"CAN","GDPHRWKD","TOT","USD","A","1972",28.865851,
"CAN","GDPHRWKD","TOT","USD","A","1973",29.553741,
"CAN","GDPHRWKD","TOT","USD","A","1974",29.552258,
"CAN","GDPHRWKD","TOT","USD","A","1975",29.890687,
"CAN","GDPHRWKD","TOT","USD","A","1976",31.652818,
"CAN","GDPHRWKD","TOT","USD","A","1977",32.531148,
"CAN","GDPHRWKD","TOT","USD","A","1978",32.770869,
"CAN","GDPHRWKD","TOT","USD","A","1979",32.448311,
"CAN","GDPHRWKD","TOT","USD","A","1980",32.352784,
"CAN","GDPHRWKD","TOT","USD","A","1981",32.798482,
"CAN","GDPHRWKD","TOT","USD","A","1982",33.250743,
"CAN","GDPHRWKD","TOT","USD","A","1983",34.023832,
"CAN","GDPHRWKD","TOT","USD","A","1984",34.948802,
"CAN","GDPHRWKD","TOT","USD","A","1985",35.262524,
"CAN","GDPHRWKD","TOT","USD","A","1986",34.961012,
"CAN","GDPHRWKD","TOT","USD","A","1987",35.122402,
"CAN","GDPHRWKD","TOT","USD","A","1988",35.459099,
"CAN","GDPHRWKD","TOT","USD","A","1989",35.544313,
"CAN","GDPHRWKD","TOT","USD","A","1990",35.504085,
"CAN","GDPHRWKD","TOT","USD","A","1991",35.816349,
"CAN","GDPHRWKD","TOT","USD","A","1992",36.549145,
"CAN","GDPHRWKD","TOT","USD","A","1993",37.288619,
"CAN","GDPHRWKD","TOT","USD","A","1994",38.029989,
"CAN","GDPHRWKD","TOT","USD","A","1995",38.493575,
"CAN","GDPHRWKD","TOT","USD","A","1996",38.408817,
"CAN","GDPHRWKD","TOT","USD","A","1997",39.096759,
"CAN","GDPHRWKD","TOT","USD","A","1998",39.827678,
"CAN","GDPHRWKD","TOT","USD","A","1999",40.828481,
"CAN","GDPHRWKD","TOT","USD","A","2000",42.115942,
"CAN","GDPHRWKD","TOT","USD","A","2001",42.790309,
"CAN","GDPHRWKD","TOT","USD","A","2002",43.483606,
"CAN","GDPHRWKD","TOT","USD","A","2003",43.591504,
"CAN","GDPHRWKD","TOT","USD","A","2004",43.960575,
"CAN","GDPHRWKD","TOT","USD","A","2005",44.933964,
"CAN","GDPHRWKD","TOT","USD","A","2006",45.412608,
"CAN","GDPHRWKD","TOT","USD","A","2007",45.408312,
"CAN","GDPHRWKD","TOT","USD","A","2008",45.282221,
"CAN","GDPHRWKD","TOT","USD","A","2009",45.498349,
"CAN","GDPHRWKD","TOT","USD","A","2010",45.964247,
"CAN","GDPHRWKD","TOT","USD","A","2011",46.716811,
"CAN","GDPHRWKD","TOT","USD","A","2012",46.822318,
"CAN","GDPHRWKD","TOT","USD","A","2013",47.44458,
"CAN","GDPHRWKD","TOT","USD","A","2014",48.69531,
"CAN","GDPHRWKD","TOT","USD","A","2015",48.573649,
"CAN","GDPHRWKD","TOT","USD","A","2016",48.777449,
"CAN","GDPHRWKD","TOT","USD","A","2017",49.615255,
"CAN","GDPHRWKD","TOT","USD","A","2018",49.510933,
"CZE","GDPHRWKD","TOT","USD","A","1993",19.075729,
"CZE","GDPHRWKD","TOT","USD","A","1994",19.604386,
"CZE","GDPHRWKD","TOT","USD","A","1995",20.473321,
"CZE","GDPHRWKD","TOT","USD","A","1996",21.288915,
"CZE","GDPHRWKD","TOT","USD","A","1997",21.252339,
"CZE","GDPHRWKD","TOT","USD","A","1998",21.330728,
"CZE","GDPHRWKD","TOT","USD","A","1999",21.924582,
"CZE","GDPHRWKD","TOT","USD","A","2000",23.025261,
"CZE","GDPHRWKD","TOT","USD","A","2001",24.767638,
"CZE","GDPHRWKD","TOT","USD","A","2002",25.044123,
"CZE","GDPHRWKD","TOT","USD","A","2003",26.303874,
"CZE","GDPHRWKD","TOT","USD","A","2004",27.482004,
"CZE","GDPHRWKD","TOT","USD","A","2005",28.721102,
"CZE","GDPHRWKD","TOT","USD","A","2006",30.581371,
"CZE","GDPHRWKD","TOT","USD","A","2007",31.8967,
"CZE","GDPHRWKD","TOT","USD","A","2008",31.961337,
"CZE","GDPHRWKD","TOT","USD","A","2009",31.173618,
"CZE","GDPHRWKD","TOT","USD","A","2010",31.844387,
"CZE","GDPHRWKD","TOT","USD","A","2011",32.389006,
"CZE","GDPHRWKD","TOT","USD","A","2012",32.526981,
"CZE","GDPHRWKD","TOT","USD","A","2013",32.505858,
"CZE","GDPHRWKD","TOT","USD","A","2014",32.948531,
"CZE","GDPHRWKD","TOT","USD","A","2015",34.61027,
"CZE","GDPHRWKD","TOT","USD","A","2016",34.464557,
"CZE","GDPHRWKD","TOT","USD","A","2017",35.298419,
"CZE","GDPHRWKD","TOT","USD","A","2018",35.812702,
"DNK","GDPHRWKD","TOT","USD","A","1970",25.065455,
"DNK","GDPHRWKD","TOT","USD","A","1971",26.337789,
"DNK","GDPHRWKD","TOT","USD","A","1972",27.736534,
"DNK","GDPHRWKD","TOT","USD","A","1973",29.249447,
"DNK","GDPHRWKD","TOT","USD","A","1974",29.436948,
"DNK","GDPHRWKD","TOT","USD","A","1975",30.646729,
"DNK","GDPHRWKD","TOT","USD","A","1976",31.778901,
"DNK","GDPHRWKD","TOT","USD","A","1977",32.956881,
"DNK","GDPHRWKD","TOT","USD","A","1978",33.901997,
"DNK","GDPHRWKD","TOT","USD","A","1979",35.069114,
"DNK","GDPHRWKD","TOT","USD","A","1980",34.798727,
"DNK","GDPHRWKD","TOT","USD","A","1981",35.823053,
"DNK","GDPHRWKD","TOT","USD","A","1982",36.822802,
"DNK","GDPHRWKD","TOT","USD","A","1983",37.919869,
"DNK","GDPHRWKD","TOT","USD","A","1984",39.066148,
"DNK","GDPHRWKD","TOT","USD","A","1985",40.054135,
"DNK","GDPHRWKD","TOT","USD","A","1986",40.922524,
"DNK","GDPHRWKD","TOT","USD","A","1987",41.753624,
"DNK","GDPHRWKD","TOT","USD","A","1988",42.573008,
"DNK","GDPHRWKD","TOT","USD","A","1989",43.464241,
"DNK","GDPHRWKD","TOT","USD","A","1990",44.736122,
"DNK","GDPHRWKD","TOT","USD","A","1991",45.905486,
"DNK","GDPHRWKD","TOT","USD","A","1992",46.69587,
"DNK","GDPHRWKD","TOT","USD","A","1993",47.587912,
"DNK","GDPHRWKD","TOT","USD","A","1994",50.626073,
"DNK","GDPHRWKD","TOT","USD","A","1995",51.379447,
"DNK","GDPHRWKD","TOT","USD","A","1996",52.604416,
"DNK","GDPHRWKD","TOT","USD","A","1997",52.985708,
"DNK","GDPHRWKD","TOT","USD","A","1998",52.924676,
"DNK","GDPHRWKD","TOT","USD","A","1999",53.463727,
"DNK","GDPHRWKD","TOT","USD","A","2000",54.702135,
"DNK","GDPHRWKD","TOT","USD","A","2001",54.509014,
"DNK","GDPHRWKD","TOT","USD","A","2002",54.957172,
"DNK","GDPHRWKD","TOT","USD","A","2003",55.864173,
"DNK","GDPHRWKD","TOT","USD","A","2004",57.64804,
"DNK","GDPHRWKD","TOT","USD","A","2005",58.437176,
"DNK","GDPHRWKD","TOT","USD","A","2006",59.207314,
"DNK","GDPHRWKD","TOT","USD","A","2007",59.316511,
"DNK","GDPHRWKD","TOT","USD","A","2008",58.433448,
"DNK","GDPHRWKD","TOT","USD","A","2009",57.89486,
"DNK","GDPHRWKD","TOT","USD","A","2010",60.160609,
"DNK","GDPHRWKD","TOT","USD","A","2011",60.368917,
"DNK","GDPHRWKD","TOT","USD","A","2012",61.522715,
"DNK","GDPHRWKD","TOT","USD","A","2013",62.006495,
"DNK","GDPHRWKD","TOT","USD","A","2014",62.98874,
"DNK","GDPHRWKD","TOT","USD","A","2015",63.888216,
"DNK","GDPHRWKD","TOT","USD","A","2016",64.216825,
"DNK","GDPHRWKD","TOT","USD","A","2017",64.947607,
"DNK","GDPHRWKD","TOT","USD","A","2018",65.352091,
"FIN","GDPHRWKD","TOT","USD","A","1970",16.467569,
"FIN","GDPHRWKD","TOT","USD","A","1971",17.280112,
"FIN","GDPHRWKD","TOT","USD","A","1972",18.59751,
"FIN","GDPHRWKD","TOT","USD","A","1973",19.689968,
"FIN","GDPHRWKD","TOT","USD","A","1974",20.326083,
"FIN","GDPHRWKD","TOT","USD","A","1975",20.890465,
"FIN","GDPHRWKD","TOT","USD","A","1976",21.190531,
"FIN","GDPHRWKD","TOT","USD","A","1977",21.730182,
"FIN","GDPHRWKD","TOT","USD","A","1978",22.512935,
"FIN","GDPHRWKD","TOT","USD","A","1979",23.90407,
"FIN","GDPHRWKD","TOT","USD","A","1980",24.743228,
"FIN","GDPHRWKD","TOT","USD","A","1981",24.682509,
"FIN","GDPHRWKD","TOT","USD","A","1982",25.362317,
"FIN","GDPHRWKD","TOT","USD","A","1983",26.296224,
"FIN","GDPHRWKD","TOT","USD","A","1984",27.116697,
"FIN","GDPHRWKD","TOT","USD","A","1985",28.030832,
"FIN","GDPHRWKD","TOT","USD","A","1986",29.225052,
"FIN","GDPHRWKD","TOT","USD","A","1987",30.007897,
"FIN","GDPHRWKD","TOT","USD","A","1988",31.110427,
"FIN","GDPHRWKD","TOT","USD","A","1989",32.461645,
"FIN","GDPHRWKD","TOT","USD","A","1990",33.464345,
"FIN","GDPHRWKD","TOT","USD","A","1991",33.764217,
"FIN","GDPHRWKD","TOT","USD","A","1992",35.008867,
"FIN","GDPHRWKD","TOT","USD","A","1993",36.91387,
"FIN","GDPHRWKD","TOT","USD","A","1994",38.471655,
"FIN","GDPHRWKD","TOT","USD","A","1995",39.366133,
"FIN","GDPHRWKD","TOT","USD","A","1996",40.25427,
"FIN","GDPHRWKD","TOT","USD","A","1997",41.597035,
"FIN","GDPHRWKD","TOT","USD","A","1998",43.311,
"FIN","GDPHRWKD","TOT","USD","A","1999",44.056769,
"FIN","GDPHRWKD","TOT","USD","A","2000",45.930517,
"FIN","GDPHRWKD","TOT","USD","A","2001",46.979727,
"FIN","GDPHRWKD","TOT","USD","A","2002",47.487447,
"FIN","GDPHRWKD","TOT","USD","A","2003",48.604292,
"FIN","GDPHRWKD","TOT","USD","A","2004",50.196526,
"FIN","GDPHRWKD","TOT","USD","A","2005",51.082311,
"FIN","GDPHRWKD","TOT","USD","A","2006",52.3302,
"FIN","GDPHRWKD","TOT","USD","A","2007",53.961862,
"FIN","GDPHRWKD","TOT","USD","A","2008",53.365706,
"FIN","GDPHRWKD","TOT","USD","A","2009",50.888432,
"FIN","GDPHRWKD","TOT","USD","A","2010",52.542079,
"FIN","GDPHRWKD","TOT","USD","A","2011",53.381345,
"FIN","GDPHRWKD","TOT","USD","A","2012",52.55918,
"FIN","GDPHRWKD","TOT","USD","A","2013",52.869075,
"FIN","GDPHRWKD","TOT","USD","A","2014",52.889982,
"FIN","GDPHRWKD","TOT","USD","A","2015",53.1929,
"FIN","GDPHRWKD","TOT","USD","A","2016",54.524273,
"FIN","GDPHRWKD","TOT","USD","A","2017",55.747422,
"FIN","GDPHRWKD","TOT","USD","A","2018",55.334178,
"FRA","GDPHRWKD","TOT","USD","A","1970",21.597268,
"FRA","GDPHRWKD","TOT","USD","A","1971",22.670914,
"FRA","GDPHRWKD","TOT","USD","A","1972",24.195383,
"FRA","GDPHRWKD","TOT","USD","A","1973",25.592405,
"FRA","GDPHRWKD","TOT","USD","A","1974",26.897374,
"FRA","GDPHRWKD","TOT","USD","A","1975",27.220212,
"FRA","GDPHRWKD","TOT","USD","A","1976",27.779777,
"FRA","GDPHRWKD","TOT","USD","A","1977",29.082678,
"FRA","GDPHRWKD","TOT","USD","A","1978",30.577354,
"FRA","GDPHRWKD","TOT","USD","A","1979",31.511095,
"FRA","GDPHRWKD","TOT","USD","A","1980",32.028925,
"FRA","GDPHRWKD","TOT","USD","A","1981",32.777111,
"FRA","GDPHRWKD","TOT","USD","A","1982",34.902809,
"FRA","GDPHRWKD","TOT","USD","A","1983",35.751859,
"FRA","GDPHRWKD","TOT","USD","A","1984",36.623482,
"FRA","GDPHRWKD","TOT","USD","A","1985",38.095419,
"FRA","GDPHRWKD","TOT","USD","A","1986",38.936556,
"FRA","GDPHRWKD","TOT","USD","A","1987",39.320517,
"FRA","GDPHRWKD","TOT","USD","A","1988",40.590347,
"FRA","GDPHRWKD","TOT","USD","A","1989",42.037087,
"FRA","GDPHRWKD","TOT","USD","A","1990",43.045344,
"FRA","GDPHRWKD","TOT","USD","A","1991",43.584681,
"FRA","GDPHRWKD","TOT","USD","A","1992",44.633726,
"FRA","GDPHRWKD","TOT","USD","A","1993",45.049073,
"FRA","GDPHRWKD","TOT","USD","A","1994",45.978616,
"FRA","GDPHRWKD","TOT","USD","A","1995",47.121928,
"FRA","GDPHRWKD","TOT","USD","A","1996",47.635381,
"FRA","GDPHRWKD","TOT","USD","A","1997",48.423574,
"FRA","GDPHRWKD","TOT","USD","A","1998",49.621358,
"FRA","GDPHRWKD","TOT","USD","A","1999",50.336423,
"FRA","GDPHRWKD","TOT","USD","A","2000",51.66966,
"FRA","GDPHRWKD","TOT","USD","A","2001",52.636403,
"FRA","GDPHRWKD","TOT","USD","A","2002",54.173094,
"FRA","GDPHRWKD","TOT","USD","A","2003",54.482291,
"FRA","GDPHRWKD","TOT","USD","A","2004",55.084391,
"FRA","GDPHRWKD","TOT","USD","A","2005",55.573313,
"FRA","GDPHRWKD","TOT","USD","A","2006",56.956894,
"FRA","GDPHRWKD","TOT","USD","A","2007",56.689955,
"FRA","GDPHRWKD","TOT","USD","A","2008",56.328268,
"FRA","GDPHRWKD","TOT","USD","A","2009",55.752141,
"FRA","GDPHRWKD","TOT","USD","A","2010",56.473845,
"FRA","GDPHRWKD","TOT","USD","A","2011",57.039318,
"FRA","GDPHRWKD","TOT","USD","A","2012",57.22568,
"FRA","GDPHRWKD","TOT","USD","A","2013",58.000663,
"FRA","GDPHRWKD","TOT","USD","A","2014",58.558746,
"FRA","GDPHRWKD","TOT","USD","A","2015",59.033834,
"FRA","GDPHRWKD","TOT","USD","A","2016",59.19879,
"FRA","GDPHRWKD","TOT","USD","A","2017",60.603871,
"FRA","GDPHRWKD","TOT","USD","A","2018",61.457343,
"DEU","GDPHRWKD","TOT","USD","A","1970",22.250543,
"DEU","GDPHRWKD","TOT","USD","A","1971",23.221617,
"DEU","GDPHRWKD","TOT","USD","A","1972",24.378762,
"DEU","GDPHRWKD","TOT","USD","A","1973",25.62232,
"DEU","GDPHRWKD","TOT","USD","A","1974",26.656736,
"DEU","GDPHRWKD","TOT","USD","A","1975",27.659693,
"DEU","GDPHRWKD","TOT","USD","A","1976",28.949266,
"DEU","GDPHRWKD","TOT","USD","A","1977",30.141428,
"DEU","GDPHRWKD","TOT","USD","A","1978",31.071934,
"DEU","GDPHRWKD","TOT","USD","A","1979",31.961622,
"DEU","GDPHRWKD","TOT","USD","A","1980",32.230704,
"DEU","GDPHRWKD","TOT","USD","A","1981",32.766535,
"DEU","GDPHRWKD","TOT","USD","A","1982",33.105554,
"DEU","GDPHRWKD","TOT","USD","A","1983",34.191758,
"DEU","GDPHRWKD","TOT","USD","A","1984",35.094827,
"DEU","GDPHRWKD","TOT","USD","A","1985",35.90461,
"DEU","GDPHRWKD","TOT","USD","A","1986",36.448648,
"DEU","GDPHRWKD","TOT","USD","A","1987",36.947239,
"DEU","GDPHRWKD","TOT","USD","A","1988",37.900308,
"DEU","GDPHRWKD","TOT","USD","A","1989",39.219266,
"DEU","GDPHRWKD","TOT","USD","A","1990",40.605102,
"DEU","GDPHRWKD","TOT","USD","A","1991",42.016825,
"DEU","GDPHRWKD","TOT","USD","A","1992",43.081804,
"DEU","GDPHRWKD","TOT","USD","A","1993",43.88001,
"DEU","GDPHRWKD","TOT","USD","A","1994",45.070498,
"DEU","GDPHRWKD","TOT","USD","A","1995",45.937464,
"DEU","GDPHRWKD","TOT","USD","A","1996",46.835654,
"DEU","GDPHRWKD","TOT","USD","A","1997",48.074756,
"DEU","GDPHRWKD","TOT","USD","A","1998",48.635875,
"DEU","GDPHRWKD","TOT","USD","A","1999",49.29982,
"DEU","GDPHRWKD","TOT","USD","A","2000",50.546413,
"DEU","GDPHRWKD","TOT","USD","A","2001",51.904005,
"DEU","GDPHRWKD","TOT","USD","A","2002",52.541078,
"DEU","GDPHRWKD","TOT","USD","A","2003",52.96672,
"DEU","GDPHRWKD","TOT","USD","A","2004",53.494463,
"DEU","GDPHRWKD","TOT","USD","A","2005",54.305438,
"DEU","GDPHRWKD","TOT","USD","A","2006",55.350432,
"DEU","GDPHRWKD","TOT","USD","A","2007",56.189912,
"DEU","GDPHRWKD","TOT","USD","A","2008",56.295261,
"DEU","GDPHRWKD","TOT","USD","A","2009",54.851972,
"DEU","GDPHRWKD","TOT","USD","A","2010",56.208709,
"DEU","GDPHRWKD","TOT","USD","A","2011",57.364425,
"DEU","GDPHRWKD","TOT","USD","A","2012",57.720412,
"DEU","GDPHRWKD","TOT","USD","A","2013",58.170973,
"DEU","GDPHRWKD","TOT","USD","A","2014",58.766423,
"DEU","GDPHRWKD","TOT","USD","A","2015",59.109365,
"DEU","GDPHRWKD","TOT","USD","A","2016",59.947007,
"DEU","GDPHRWKD","TOT","USD","A","2017",60.482534,
"DEU","GDPHRWKD","TOT","USD","A","2018",60.476936,
"GRC","GDPHRWKD","TOT","USD","A","1983",23.411135,
"GRC","GDPHRWKD","TOT","USD","A","1984",24.766192,
"GRC","GDPHRWKD","TOT","USD","A","1985",24.545814,
"GRC","GDPHRWKD","TOT","USD","A","1986",24.734162,
"GRC","GDPHRWKD","TOT","USD","A","1987",24.697861,
"GRC","GDPHRWKD","TOT","USD","A","1988",25.488341,
"GRC","GDPHRWKD","TOT","USD","A","1989",25.810437,
"GRC","GDPHRWKD","TOT","USD","A","1990",25.757702,
"GRC","GDPHRWKD","TOT","USD","A","1991",26.644419,
"GRC","GDPHRWKD","TOT","USD","A","1992",26.101647,
"GRC","GDPHRWKD","TOT","USD","A","1993",25.226512,
"GRC","GDPHRWKD","TOT","USD","A","1994",25.667905,
"GRC","GDPHRWKD","TOT","USD","A","1995",26.204687,
"GRC","GDPHRWKD","TOT","USD","A","1996",27.122595,
"GRC","GDPHRWKD","TOT","USD","A","1997",28.478812,
"GRC","GDPHRWKD","TOT","USD","A","1998",28.328795,
"GRC","GDPHRWKD","TOT","USD","A","1999",29.233032,
"GRC","GDPHRWKD","TOT","USD","A","2000",30.249604,
"GRC","GDPHRWKD","TOT","USD","A","2001",31.479599,
"GRC","GDPHRWKD","TOT","USD","A","2002",32.060759,
"GRC","GDPHRWKD","TOT","USD","A","2003",33.472057,
"GRC","GDPHRWKD","TOT","USD","A","2004",34.493202,
"GRC","GDPHRWKD","TOT","USD","A","2005",33.505771,
"GRC","GDPHRWKD","TOT","USD","A","2006",34.955824,
"GRC","GDPHRWKD","TOT","USD","A","2007",35.867357,
"GRC","GDPHRWKD","TOT","USD","A","2008",35.366028,
"GRC","GDPHRWKD","TOT","USD","A","2009",34.447075,
"GRC","GDPHRWKD","TOT","USD","A","2010",34.434973,
"GRC","GDPHRWKD","TOT","USD","A","2011",33.308372,
"GRC","GDPHRWKD","TOT","USD","A","2012",32.672083,
"GRC","GDPHRWKD","TOT","USD","A","2013",32.397333,
"GRC","GDPHRWKD","TOT","USD","A","2014",32.955595,
"GRC","GDPHRWKD","TOT","USD","A","2015",32.407932,
"GRC","GDPHRWKD","TOT","USD","A","2016",32.212203,
"GRC","GDPHRWKD","TOT","USD","A","2017",31.969531,
"GRC","GDPHRWKD","TOT","USD","A","2018",32.041625,
"HUN","GDPHRWKD","TOT","USD","A","1991",14.534424,
"HUN","GDPHRWKD","TOT","USD","A","1992",15.731812,
"HUN","GDPHRWKD","TOT","USD","A","1993",16.687549,
"HUN","GDPHRWKD","TOT","USD","A","1994",16.376492,
"HUN","GDPHRWKD","TOT","USD","A","1995",18.921973,"B"
"HUN","GDPHRWKD","TOT","USD","A","1996",18.966422,
